iter	Logloss
331	0.002231977224
332	0.002231977224
333	0.002231977224
334	0.002231977224
335	0.002231977224
336	0.002231977224
337	0.002231977224
338	0.002231977224
339	0.002231977224
340	0.002231977224
341	0.002231977224
342	0.002231977224
343	0.002231977224
344	0.002231977224
345	0.002231977224
346	0.002231977224
347	0.002231977224
348	0.002231977224
349	0.002231977224
350	0.002231977224
351	0.002231977224
352	0.002231977224
353	0.002231977224
354	0.002231977224
355	0.002231977224
356	0.002231977224
357	0.002231977224
358	0.002231977224
359	0.002231977224
360	0.002231977224
361	0.002231977224
362	0.002231977224
363	0.002231977224
364	0.002231977224
365	0.002231977224
366	0.002231977224
367	0.002231977224
368	0.002231977224
369	0.002231977224
370	0.002231977224
371	0.002231977224
372	0.002231977224
373	0.002231977224
374	0.002231977224
375	0.002231977224
376	0.002231977224
377	0.002231977224
378	0.002231977224
379	0.002231977224
380	0.002231977224
381	0.002231977224
382	0.002231977224
383	0.002231977224
384	0.002231977224
385	0.002231977224
386	0.002231977224
387	0.002231977224
388	0.002231977224
389	0.002231977224
390	0.002231977224
391	0.002231977224
392	0.002231977224
393	0.002231977224
394	0.002231977224
395	0.002231977224
396	0.002231977224
397	0.002231977224
398	0.002231977224
399	0.002231977224
400	0.002231977224
401	0.002231977224
402	0.002231977224
403	0.002231977224
404	0.002231977224
405	0.002231977224
406	0.002231977224
407	0.002231977224
408	0.002231977224
409	0.002231977224
410	0.002231977224
411	0.002231977224
412	0.002231977224
413	0.002231977224
414	0.002231977224
415	0.002231977224
416	0.002231977224
417	0.002231977224
418	0.002231977224
419	0.002231977224
420	0.002231977224
421	0.002231977224
422	0.002231977224
423	0.002231977224
424	0.002231977224
425	0.002231977224
426	0.002231977224
427	0.002231977224
428	0.002231977224
429	0.002231977224
430	0.002231977224
431	0.002231977224
432	0.002231977224
433	0.002231977224
434	0.002231977224
435	0.002231977224
436	0.002231977224
437	0.002231977224
438	0.002231977224
439	0.002231977224
440	0.002231977224
441	0.002231977224
442	0.002231977224
443	0.002231977224
444	0.002231977224
445	0.002231977224
446	0.002231977224
447	0.002231977224
448	0.002231977224
449	0.002231977224
450	0.002231977224
451	0.002231977224
452	0.002231977224
453	0.002231977224
454	0.002231977224
455	0.002231977224
456	0.002231977224
457	0.002231977224
458	0.002231977224
459	0.002231977224
460	0.002231977224
461	0.002231977224
462	0.002231977224
463	0.002231977224
464	0.002231977224
465	0.002231977224
466	0.002231977224
467	0.002231977224
468	0.002231977224
469	0.002231977224
470	0.002231977224
471	0.002231977224
472	0.002231977224
473	0.002231977224
474	0.002231977224
475	0.002231977224
476	0.002231977224
477	0.002231977224
478	0.002231977224
479	0.002231977224
480	0.002231977224
481	0.002231977224
482	0.002231977224
483	0.002231977224
484	0.002231977224
485	0.002231977224
486	0.002231977224
487	0.002231977224
488	0.002231977224
489	0.002231977224
490	0.002231977224
491	0.002231977224
492	0.002231977224
493	0.002231977224
494	0.002231977224
495	0.002231977224
496	0.002231977224
497	0.002231977224
498	0.002231977224
499	0.002231977224
500	0.002231977224
501	0.002231977224
502	0.002231977224
503	0.002231977224
504	0.002231977224
505	0.002231977224
506	0.002231977224
507	0.002231977224
508	0.002231977224
509	0.002231977224
510	0.002231977224
511	0.002231977224
512	0.002231977224
513	0.002231977224
514	0.002231977224
515	0.002231977224
516	0.002231977224
517	0.002231977224
518	0.002231977224
519	0.002231977224
520	0.002231977224
521	0.002231977224
522	0.002231977224
523	0.002231977224
524	0.002231977224
525	0.002231977224
526	0.002231977224
527	0.002231977224
528	0.002231977224
529	0.002231977224
530	0.002231977224
531	0.002231977224
532	0.002231977224
533	0.002231977224
534	0.002231977224
535	0.002231977224
536	0.002231977224
537	0.002231977224
538	0.002231977224
539	0.002231977224
540	0.002231977224
541	0.002231977224
542	0.002231977224
543	0.002231977224
544	0.002231977224
545	0.002231977224
546	0.002231977224
547	0.002231977224
548	0.002231977224
549	0.002231977224
550	0.002231977224
551	0.002231977224
552	0.002231977224
553	0.002231977224
554	0.002231977224
555	0.002231977224
556	0.002231977224
557	0.002231977224
558	0.002231977224
559	0.002231977224
560	0.002231977224
561	0.002231977224
562	0.002231977224
563	0.002231977224
564	0.002231977224
565	0.002231977224
566	0.002231977224
567	0.002231977224
568	0.002231977224
569	0.002231977224
570	0.002231977224
571	0.002231977224
572	0.002231977224
573	0.002231977224
574	0.002231977224
575	0.002231977224
576	0.002231977224
577	0.002231977224
578	0.002231977224
579	0.002231977224
580	0.002231977224
581	0.002231977224
582	0.002231977224
583	0.002231977224
584	0.002231977224
585	0.002231977224
586	0.002231977224
587	0.002231977224
588	0.002231977224
589	0.002231977224
590	0.002231977224
591	0.002231977224
592	0.002231977224
593	0.002231977224
594	0.002231977224
595	0.002231977224
596	0.002231977224
597	0.002231977224
598	0.002231977224
599	0.002231977224
